"pais","estratopri","cve_ent","prov","municipio","cve_mun","year","q2","vic1ext","b21a","b32","ing4","it1","pn4"
"México","Centro Occidente",18,"Nayarit","Tepic","18017",2016,"28","1","Nada","Nada","Ligeramente en desacuerdo","Poco confiable","Insatisfecho(a)"
"México","Centro",9,"Ciudad de México","Iztapalapa","09007",2016,"42","0","Poco","Poco","Ligeramente en de acuerdo","Algo confiable","Insatisfecho(a)"
"México","Centro",21,"Puebla","Ocoyucan","21106",2016,"28","1","Nada","Nada","Ligeramente en de acuerdo","Poco confiable","Muy insatisfecho(a)"
"México","Centro",17,"Morelos","Yautepec","17029",2016,"23","1","Nada","Moderado","Ni en acuerdo ni en desacuerdo","Algo confiable","Insatisfecho(a)"
"México","Sur",7,"Chiapas","Bochil","07013",2016,"41","0","Algo","Algo","De acuerdo","Algo confiable","Satisfecho(a)"
"México","Sur",30,"Veracruz de Ignacio de la Llave","Coatzacoalcos","30039",2016,"46","0","Nada","Nada","Muy en desacuerdo","Nada confiable","Insatisfecho(a)"
"México","Centro",13,"Hidalgo","San Felipe Orizatlán","13046",2016,"31","0","Poco","Algo","Ligeramente en de acuerdo","Poco confiable","Muy insatisfecho(a)"
"México","Centro",9,"Ciudad de México","Tláhuac","09011",2016,"31","1","Nada","Moderado","En desacuerdo","Algo confiable","Insatisfecho(a)"
"México","Centro",21,"Puebla","Puebla","21114",2016,"23","1","Nada","Poco","Muy en desacuerdo","Poco confiable","Muy insatisfecho(a)"
"México","Centro",15,"México","Ixtapaluca","15039",2016,"33","0","Nada","Nada","De acuerdo","Nada confiable","Insatisfecho(a)"
"México","Sur",7,"Chiapas","Villa Corzo","07107",2016,"30","0","Nada","Moderado","En desacuerdo","Muy confiable","Insatisfecho(a)"
"México","Centro",9,"Ciudad de México","Iztacalco","09006",2016,"25","0","Nada","Poco","En desacuerdo","Algo confiable","Satisfecho(a)"
"México","Centro",9,"Ciudad de México","Gustavo A. Madero","09005",2016,"55","0","Nada","Poco","De acuerdo","Algo confiable","Insatisfecho(a)"
"México","Centro",17,"Morelos","Jiutepec","17011",2016,"33","1","Nada","Muy poco","Ligeramente en desacuerdo","Poco confiable","Insatisfecho(a)"
"México","Centro",15,"México","Nezahualcóyotl","15058",2016,"40","1","Bastante","Bastante","Muy de acuerdo","Algo confiable","Satisfecho(a)"
"México","Norte",25,"Sinaloa","Rosario","25014",2016,"24","1","Mucho","Mucho",NA,"Muy confiable","Satisfecho(a)"
"México","Norte",28,"Tamaulipas","Reynosa","28032",2016,"42","0","Nada","Nada","Ligeramente en de acuerdo","Algo confiable","Insatisfecho(a)"
"México","Centro",15,"México","Naucalpan de Juárez","15057",2016,"26","0","Nada","Muy poco","Ligeramente en desacuerdo","Poco confiable","Insatisfecho(a)"
"México","Centro",15,"México","Nicolás Romero","15060",2016,"53","1","Poco","Algo","De acuerdo","Muy confiable","Satisfecho(a)"
"México","Centro",22,"Querétaro","El Marqués","22011",2016,"19","1","Nada","Nada","Ligeramente en de acuerdo","Nada confiable","Muy insatisfecho(a)"
"México","Centro",9,"Ciudad de México","Iztacalco","09006",2016,"52","1","Muy poco","Muy poco","Ni en acuerdo ni en desacuerdo","Poco confiable","Satisfecho(a)"
"México","Norte",28,"Tamaulipas","Reynosa","28032",2016,"47","0","Nada","Moderado","Muy de acuerdo","Algo confiable","Insatisfecho(a)"
"México","Centro Occidente",16,"Michoacán de Ocampo","Morelia","16053",2016,"31","1","Nada","Nada","Ligeramente en de acuerdo","Algo confiable","Muy insatisfecho(a)"
"México","Norte",2,"Baja California","Mexicali","02002",2016,"47","1","Nada","Poco","Ni en acuerdo ni en desacuerdo","Poco confiable","Insatisfecho(a)"
"México","Centro",15,"México","Nicolás Romero","15060",2016,"26","1","Nada","Nada","Muy en desacuerdo","Poco confiable","Muy insatisfecho(a)"
"México","Centro",9,"Ciudad de México","Iztapalapa","09007",2016,"19","0","Nada","Poco","Ligeramente en desacuerdo","Poco confiable","Muy insatisfecho(a)"
"México","Norte",19,"Nuevo León","San Nicolás de los Garza","19046",2016,"25","1","Algo","Bastante","Ligeramente en de acuerdo","Muy confiable","Muy satisfecho(a)"
"México","Centro",15,"México","Tlalnepantla de Baz","15104",2016,"52","0","Nada","Muy poco","Ni en acuerdo ni en desacuerdo",NA,"Muy insatisfecho(a)"
"México","Centro",21,"Puebla","Ocoyucan","21106",2016,"18","0","Nada","Moderado","Muy en desacuerdo","Poco confiable","Insatisfecho(a)"
"México","Centro Occidente",16,"Michoacán de Ocampo","Pátzcuaro","16066",2016,"19","1","Poco","Algo","Ligeramente en desacuerdo","Poco confiable","Insatisfecho(a)"
"México","Centro",29,"Tlaxcala","Ixtenco","29016",2016,"82","0",NA,"Nada","Muy en desacuerdo","Nada confiable","Insatisfecho(a)"
"México","Centro",9,"Ciudad de México","Cuauhtémoc","09015",2016,"19","0","Nada","Algo","Ligeramente en desacuerdo","Algo confiable","Insatisfecho(a)"
"México","Norte",26,"Sonora","Guaymas","26029",2016,"68","0","Nada","Nada",NA,"Muy confiable","Insatisfecho(a)"
"México","Sur",23,"Quintana Roo","Othón P. Blanco","23004",2016,"50","0","Nada","Moderado",NA,"Poco confiable","Insatisfecho(a)"
"México","Centro Occidente",14,"Jalisco","Atotonilco el Alto","14013",2016,"68","0","Bastante","Bastante","Ligeramente en de acuerdo","Algo confiable","Insatisfecho(a)"
"México","Centro Occidente",14,"Jalisco","San Pedro Tlaquepaque","14098",2016,"18","0","Nada","Muy poco","En desacuerdo","Algo confiable","Insatisfecho(a)"
"México","Sur",12,"Guerrero","Eduardo Neri","12075",2016,"25","1","Nada","Algo","Muy de acuerdo","Algo confiable","Satisfecho(a)"
"México","Sur",7,"Chiapas","Bochil","07013",2016,"35","0","Nada","Bastante","Ligeramente en de acuerdo","Muy confiable","Insatisfecho(a)"
"México","Norte",24,"San Luis Potosí","Villa Juárez","24052",2016,"66","1","Poco","Poco",NA,"Poco confiable","Satisfecho(a)"
"México","Centro",21,"Puebla","Honey","21057",2016,"38","1","Mucho","Mucho","Ni en acuerdo ni en desacuerdo","Poco confiable","Muy insatisfecho(a)"
"México","Sur",30,"Veracruz de Ignacio de la Llave","Cosoleacaque","30048",2016,"30","1","Nada","Poco","Muy de acuerdo","Muy confiable","Muy insatisfecho(a)"
"México","Norte",2,"Baja California","Tijuana","02004",2016,"72","0","Nada","Algo","Ligeramente en de acuerdo","Nada confiable","Muy insatisfecho(a)"
"México","Centro",15,"México","Naucalpan de Juárez","15057",2016,"30","0","Poco","Algo","Ni en acuerdo ni en desacuerdo","Poco confiable","Insatisfecho(a)"
"México","Sur",30,"Veracruz de Ignacio de la Llave","Xalapa","30087",2016,"36","0","Poco","Poco","Muy de acuerdo","Poco confiable","Muy insatisfecho(a)"
"México","Centro",15,"México","Nicolás Romero","15060",2016,"36","1","Algo","Algo","Ni en acuerdo ni en desacuerdo","Algo confiable","Insatisfecho(a)"
"México","Centro",15,"México","Naucalpan de Juárez","15057",2016,"48","1","Algo","Poco","De acuerdo","Muy confiable","Muy insatisfecho(a)"
"México","Sur",12,"Guerrero","Iguala de la Independencia","12035",2016,"31","0","Poco","Moderado","Ligeramente en de acuerdo","Algo confiable","Insatisfecho(a)"
"México","Sur",30,"Veracruz de Ignacio de la Llave","Playa Vicente","30130",2016,"53","0","Poco","Algo","Ni en acuerdo ni en desacuerdo","Poco confiable","Insatisfecho(a)"
"México","Centro",9,"Ciudad de México","Iztapalapa","09007",2016,"41","0","Nada","Nada","Ligeramente en desacuerdo",NA,"Insatisfecho(a)"
"México","Sur",12,"Guerrero","Metlatónoc","12043",2016,"25","0","Muy poco","Muy poco",NA,"Poco confiable","Insatisfecho(a)"
"México","Centro Occidente",16,"Michoacán de Ocampo","Morelia","16053",2016,"42","0","Poco","Algo","Ligeramente en desacuerdo","Poco confiable","Muy satisfecho(a)"
"México","Centro Occidente",14,"Jalisco","Zapopan","14120",2016,"42","0","Poco","Poco","Ni en acuerdo ni en desacuerdo","Algo confiable","Insatisfecho(a)"
"México","Norte",19,"Nuevo León","Monterrey","19039",2016,"28","1","Poco","Moderado","Ligeramente en de acuerdo","Poco confiable","Muy satisfecho(a)"
"México","Sur",23,"Quintana Roo","Othón P. Blanco","23004",2016,"51","0","Poco","Moderado","Ligeramente en de acuerdo","Muy confiable","Insatisfecho(a)"
"México","Norte",10,"Durango","Lerdo","10012",2016,"77","1","Nada","Bastante","En desacuerdo","Muy confiable","Muy insatisfecho(a)"
"México","Centro",15,"México","Valle de Chalco Solidaridad","15122",2016,"24","1","Nada","Nada","De acuerdo","Algo confiable","Insatisfecho(a)"
"México","Norte",25,"Sinaloa","Angostura","25002",2016,"47","1","Bastante","Bastante","Ni en acuerdo ni en desacuerdo","Poco confiable","Insatisfecho(a)"
"México","Norte",26,"Sonora","Navojoa","26042",2016,"70","0","Bastante","Bastante","Muy de acuerdo","Poco confiable","Satisfecho(a)"
"México","Centro",15,"México","Valle de Chalco Solidaridad","15122",2016,"58","1","Moderado","Moderado","Ligeramente en de acuerdo","Algo confiable","Satisfecho(a)"
"México","Centro Occidente",14,"Jalisco","Tonalá","14101",2016,"23","1","Nada","Nada","Ligeramente en desacuerdo","Muy confiable","Insatisfecho(a)"
"México","Centro Occidente",14,"Jalisco","Zapotlán el Grande","14023",2016,"43","0","Algo","Algo","De acuerdo","Algo confiable","Satisfecho(a)"
"México","Centro Occidente",16,"Michoacán de Ocampo","Morelia","16053",2016,"49","1","Poco","Nada",NA,"Muy confiable","Insatisfecho(a)"
"México","Centro",9,"Ciudad de México","Iztapalapa","09007",2016,"64","0","Nada","Muy poco","Ligeramente en desacuerdo","Nada confiable","Muy insatisfecho(a)"
"México","Sur",12,"Guerrero","Iguala de la Independencia","12035",2016,"22","0","Nada","Algo","Ni en acuerdo ni en desacuerdo","Poco confiable","Insatisfecho(a)"
"México","Centro",15,"México","Metepec","15054",2016,"33","0","Nada","Moderado","Ni en acuerdo ni en desacuerdo","Algo confiable","Muy insatisfecho(a)"
"México","Sur",30,"Veracruz de Ignacio de la Llave","Uxpanapa","30210",2016,"30","0","Algo","Muy poco","Ni en acuerdo ni en desacuerdo","Poco confiable","Insatisfecho(a)"
"México","Centro",21,"Puebla","Caltepec","21027",2016,"29","0","Nada",NA,"Ni en acuerdo ni en desacuerdo","Algo confiable","Muy insatisfecho(a)"
"México","Sur",7,"Chiapas","Tuxtla Gutiérrez","07101",2016,"26","0","Nada","Poco","Ligeramente en desacuerdo","Poco confiable","Insatisfecho(a)"
"México","Sur",12,"Guerrero","Iguala de la Independencia","12035",2016,"36","1","Nada","Algo","Ni en acuerdo ni en desacuerdo","Poco confiable","Satisfecho(a)"
"México","Centro Occidente",14,"Jalisco","Jamay","14047",2016,"29","0","Algo","Moderado","Ni en acuerdo ni en desacuerdo","Poco confiable","Insatisfecho(a)"
"México","Norte",32,"Zacatecas","Tabasco","32044",2016,"58","0","Moderado","Algo","Ligeramente en desacuerdo","Muy confiable","Muy insatisfecho(a)"
"México","Sur",4,"Campeche","Hopelchén","04006",2016,"42","1","Moderado","Bastante","De acuerdo","Muy confiable","Satisfecho(a)"
"México","Norte",3,"Baja California Sur","Comondú","03001",2016,"18","0","Nada","Bastante","Ligeramente en desacuerdo","Muy confiable","Insatisfecho(a)"
"México","Centro",9,"Ciudad de México","Álvaro Obregón","09010",2016,"56","1","Nada","Nada","Ligeramente en desacuerdo","Poco confiable","Muy insatisfecho(a)"
"México","Norte",32,"Zacatecas","Tabasco","32044",2016,"50","0","Algo","Poco","Ligeramente en desacuerdo","Muy confiable","Insatisfecho(a)"
"México","Centro Occidente",1,"Aguascalientes","Tepezalá","01009",2016,"38","0","Bastante","Mucho","Ni en acuerdo ni en desacuerdo","Muy confiable","Satisfecho(a)"
"México","Sur",23,"Quintana Roo","Othón P. Blanco","23004",2016,"18","1","Nada","Nada","Ligeramente en desacuerdo","Poco confiable","Insatisfecho(a)"
"México","Centro Occidente",14,"Jalisco","Zapopan","14120",2016,"70","1","Algo","Bastante","Muy de acuerdo","Algo confiable","Insatisfecho(a)"
"México","Centro Occidente",6,"Colima","Villa de Álvarez","06010",2016,"30","0","Muy poco","Poco","Muy de acuerdo","Muy confiable","Muy insatisfecho(a)"
"México","Centro",15,"México","Zumpango","15120",2016,"45","1","Nada","Muy poco","Ligeramente en desacuerdo","Algo confiable","Insatisfecho(a)"
"México","Centro Occidente",1,"Aguascalientes","Tepezalá","01009",2016,"44","0","Muy poco","Muy poco","Ni en acuerdo ni en desacuerdo","Algo confiable","Insatisfecho(a)"
"México","Centro",15,"México","Toluca","15106",2016,"37","0","Nada","Nada","En desacuerdo","Algo confiable","Muy insatisfecho(a)"
"México","Centro Occidente",11,"Guanajuato","León","11020",2016,"72","0","Algo","Moderado","De acuerdo","Algo confiable","Insatisfecho(a)"
"México","Sur",30,"Veracruz de Ignacio de la Llave","Uxpanapa","30210",2016,"58","0","Moderado","Algo","Ligeramente en desacuerdo","Poco confiable",NA
"México","Centro Occidente",14,"Jalisco","Zapotlán el Grande","14023",2016,"47","1","Nada","Poco","Muy de acuerdo","Algo confiable","Insatisfecho(a)"
"México","Centro Occidente",18,"Nayarit","Tepic","18017",2016,"41","0","Muy poco","Moderado","Ligeramente en de acuerdo","Poco confiable","Satisfecho(a)"
"México","Centro",15,"México","Nicolás Romero","15060",2016,"59","1","Algo","Algo","Ligeramente en de acuerdo","Algo confiable","Insatisfecho(a)"
"México","Centro Occidente",14,"Jalisco","Zapopan","14120",2016,"30","0","Poco","Poco","De acuerdo","Poco confiable","Insatisfecho(a)"
"México","Norte",2,"Baja California","Tijuana","02004",2016,"57","0","Nada","Muy poco","En desacuerdo","Poco confiable","Insatisfecho(a)"
"México","Centro Occidente",11,"Guanajuato","León","11020",2016,"60","1","Poco","Bastante","Ligeramente en de acuerdo","Algo confiable","Satisfecho(a)"
"México","Norte",19,"Nuevo León","Santa Catarina","19048",2016,"43","1","Algo","Algo","Muy de acuerdo","Algo confiable","Satisfecho(a)"
"México","Norte",2,"Baja California","Tijuana","02004",2016,"49","0","Moderado","Mucho","De acuerdo","Poco confiable","Muy insatisfecho(a)"
"México","Sur",27,"Tabasco","Centro","27004",2016,"24","0","Muy poco","Algo","Ligeramente en desacuerdo","Algo confiable","Muy insatisfecho(a)"
"México","Centro",21,"Puebla","Puebla","21114",2016,"18","1","Nada","Moderado","En desacuerdo","Algo confiable","Satisfecho(a)"
"México","Norte",19,"Nuevo León","Monterrey","19039",2016,"30","0","Algo","Moderado","Ligeramente en de acuerdo","Muy confiable","Satisfecho(a)"
"México","Centro",15,"México","Nicolás Romero","15060",2016,"40","0","Nada","Nada","Ligeramente en de acuerdo","Algo confiable","Muy insatisfecho(a)"
"México","Centro",9,"Ciudad de México","Benito Juárez","09014",2016,"27","1","Nada","Algo","Muy en desacuerdo","Muy confiable","Muy insatisfecho(a)"
"México","Norte",19,"Nuevo León","Monterrey","19039",2016,"24","0","Nada","Algo","Ni en acuerdo ni en desacuerdo","Nada confiable","Muy insatisfecho(a)"
"México","Centro Occidente",14,"Jalisco","Zapotlán el Grande","14023",2016,"53","1","Muy poco","Poco","Ligeramente en de acuerdo","Muy confiable","Insatisfecho(a)"
"México","Sur",12,"Guerrero","Leonardo Bravo","12040",2016,"18","0","Poco","Mucho","Ni en acuerdo ni en desacuerdo","Muy confiable","Satisfecho(a)"
"México","Sur",12,"Guerrero","Iguala de la Independencia","12035",2016,"42","0","Algo","Algo","Ni en acuerdo ni en desacuerdo","Muy confiable","Insatisfecho(a)"
"México","Norte",26,"Sonora","San Luis Río Colorado","26055",2016,"18","0","Muy poco","Bastante","Muy de acuerdo","Algo confiable","Insatisfecho(a)"
"México","Norte",24,"San Luis Potosí","Villa Juárez","24052",2016,"41","0","Moderado","Moderado","Ligeramente en de acuerdo","Poco confiable","Muy insatisfecho(a)"
"México","Norte",8,"Chihuahua","Chihuahua","08019",2016,"47","0","Nada","Poco","Ni en acuerdo ni en desacuerdo","Algo confiable","Satisfecho(a)"
"México","Centro Occidente",16,"Michoacán de Ocampo","Zamora","16108",2016,"35","0","Muy poco","Bastante","De acuerdo","Nada confiable","Insatisfecho(a)"
"México","Centro",13,"Hidalgo","San Felipe Orizatlán","13046",2016,"18","0","Moderado","Bastante","Ligeramente en desacuerdo","Algo confiable","Insatisfecho(a)"
"México","Sur",23,"Quintana Roo","Othón P. Blanco","23004",2016,"36","0","Poco","Algo","Muy en desacuerdo","Nada confiable","Satisfecho(a)"
"México","Centro Occidente",14,"Jalisco","Zapotlán el Grande","14023",2016,"20","0","Muy poco","Poco","Ni en acuerdo ni en desacuerdo","Algo confiable","Insatisfecho(a)"
"México","Centro Occidente",1,"Aguascalientes","Tepezalá","01009",2016,"26","0","Algo","Algo","Ni en acuerdo ni en desacuerdo","Poco confiable","Satisfecho(a)"
"México","Centro Occidente",14,"Jalisco","San Pedro Tlaquepaque","14098",2016,"71","0","Nada","Bastante","Ligeramente en de acuerdo","Algo confiable","Insatisfecho(a)"
"México","Centro Occidente",14,"Jalisco","San Pedro Tlaquepaque","14098",2016,"66","0","Mucho","Mucho","Ligeramente en de acuerdo","Poco confiable","Muy satisfecho(a)"
"México","Sur",12,"Guerrero","Leonardo Bravo","12040",2016,"29","0","Muy poco","Algo",NA,"Poco confiable","Insatisfecho(a)"
"México","Sur",7,"Chiapas","Amatán","07005",2016,"18","1","Muy poco","Bastante","De acuerdo","Poco confiable","Muy insatisfecho(a)"
"México","Centro Occidente",18,"Nayarit","Ahuacatlán","18002",2016,"45","0","Moderado","Bastante","Ligeramente en de acuerdo","Algo confiable","Insatisfecho(a)"
"México","Centro",21,"Puebla","Huaquechula","21069",2016,"52","0","Nada","Moderado","Ligeramente en de acuerdo","Algo confiable","Satisfecho(a)"
"México","Centro",13,"Hidalgo","Nopala de Villagrán","13044",2016,"32","0","Nada","Nada","Ni en acuerdo ni en desacuerdo","Algo confiable","Insatisfecho(a)"
"México","Centro Occidente",18,"Nayarit","Ahuacatlán","18002",2016,"21","0","Algo","Moderado","Ligeramente en de acuerdo","Algo confiable","Insatisfecho(a)"
"México","Centro",9,"Ciudad de México","Gustavo A. Madero","09005",2016,"31","0","Algo","Algo","Muy de acuerdo","Algo confiable","Insatisfecho(a)"
"México","Norte",26,"Sonora","Navojoa","26042",2016,"24","1","Nada","Poco","Ligeramente en de acuerdo","Algo confiable","Insatisfecho(a)"
"México","Centro Occidente",16,"Michoacán de Ocampo","Morelia","16053",2016,"19","0","Moderado","Mucho","Ni en acuerdo ni en desacuerdo","Muy confiable","Insatisfecho(a)"
"México","Sur",30,"Veracruz de Ignacio de la Llave","Boca del Río","30028",2016,"53","0","Nada","Moderado","Muy de acuerdo","Poco confiable","Muy insatisfecho(a)"
"México","Norte",5,"Coahuila de Zaragoza","Monclova","05018",2016,"67","0","Bastante","Bastante","De acuerdo","Algo confiable","Muy satisfecho(a)"
"México","Norte",3,"Baja California Sur","Comondú","03001",2016,"33","1","Nada","Poco","De acuerdo","Algo confiable","Insatisfecho(a)"
